X,Y,POTEAU_ID_POT,PANNEAU_ID_PAN,PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN,DESCRIPTION_REP,X_EPSG32188,Y_EPSG32188,Longitude,Latitude,DESCRIPTION_CAT,NOM_ARR
-73.5907351427045,45.5274212000712,36633,907856,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,Réel,297712.469,5043060,-73.5907351427045,45.5274212000712,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5914161448008,45.5277266024379,36624,907850,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,Réel,297659.313,5043094,-73.5914161448008,45.5277266024379,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5914161448008,45.5277266024379,36624,907851,1642,\P RESERVE S3R 09h30-23h     (2 SECTEURS),R-RA-2S,2,Réel,297659.313,5043094,-73.5914161448008,45.5277266024379,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5909796728773,45.5259902610911,158847,907780,2413,\P EN TOUT TEMPS,SD-TT,3,Réel,297693.188,5042901,-73.5909796728773,45.5259902610911,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5909796728773,45.5259902610911,158847,907781,1594,\P RESERVE S3R 17h-23h,R-PJ,2,Réel,297693.188,5042901,-73.5909796728773,45.5259902610911,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5917890191816,45.5264980228746,43115,907771,14039,\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.,SU-JM-A,0,Réel,297630.031,5042957.5,-73.5917890191816,45.5264980228746,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5917890191816,45.5264980228746,43115,907772,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297630.031,5042957.5,-73.5917890191816,45.5264980228746,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5922013664789,45.526677658663,144694,907767,14039,\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.,SU-JM-A,0,Réel,297597.844,5042977.5,-73.5922013664789,45.526677658663,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5922013664789,45.526677658663,144694,907768,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297597.844,5042977.5,-73.5922013664789,45.526677658663,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5913781080715,45.5244917102445,214537,907704,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297661.875,5042734.5,-73.5913781080715,45.5244917102445,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5913781080715,45.5244917102445,214537,907705,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297661.875,5042734.5,-73.5913781080715,45.5244917102445,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5918254352475,45.525031255304,35319,907694,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297627,5042794.5,-73.5918254352475,45.525031255304,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5918254352475,45.525031255304,35319,907695,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297627,5042794.5,-73.5918254352475,45.525031255304,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5921661360629,45.5251884528473,35315,907692,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297600.406,5042812,-73.5921661360629,45.5251884528473,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5921661360629,45.5251884528473,35315,907693,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297600.406,5042812,-73.5921661360629,45.5251884528473,STATIONNEMENT,Le Plateau-Mont-Royal
-73.593484348207,45.5259432468374,35238,907681,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,Réel,297497.531,5042896,-73.593484348207,45.5259432468374,STATIONNEMENT,Le Plateau-Mont-Royal
-73.593484348207,45.5259432468374,35238,907682,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297497.531,5042896,-73.593484348207,45.5259432468374,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5939529066952,45.5260058511833,35227,907677,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297460.938,5042903,-73.5939529066952,45.5260058511833,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5939529066952,45.5260058511833,35227,907678,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297460.938,5042903,-73.5939529066952,45.5260058511833,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5939518806269,45.525389461996,164394,907675,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297460.938,5042834.5,-73.5939518806269,45.525389461996,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594357047211,45.5255780943385,41915,907669,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297429.313,5042855.5,-73.594357047211,45.5255780943385,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594357047211,45.5255780943385,41915,907670,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297429.313,5042855.5,-73.594357047211,45.5255780943385,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594392025998,45.5254430895167,41919,907662,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,Réel,297426.563,5042840.5,-73.594392025998,45.5254430895167,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594392025998,45.5254430895167,41919,907663,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297426.563,5042840.5,-73.594392025998,45.5254430895167,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5946462347624,45.5255463607198,219076,907659,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297406.719,5042852,-73.5946462347624,45.5255463607198,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5946462347624,45.5255463607198,219076,907660,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297406.719,5042852,-73.5946462347624,45.5255463607198,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5923574519366,45.5245134186322,41953,907654,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,Réel,297585.375,5042737,-73.5923574519366,45.5245134186322,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5923574519366,45.5245134186322,41953,907655,1589,\P RESERVE S3R 09h-23h,R-PF,0,Réel,297585.375,5042737,-73.5923574519366,45.5245134186322,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5927185688082,45.5246702380981,222355,907652,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,Réel,297557.186,5042754.46,-73.5927185688082,45.5246702380981,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5927185688082,45.5246702380981,222355,907653,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297557.186,5042754.46,-73.5927185688082,45.5246702380981,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5938760860508,45.5243142159924,24115,907630,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297466.719,5042715,-73.5938760860508,45.5243142159924,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5938760860508,45.5243142159924,24115,907631,9768,"\P EXCEPTE S3R 17h-23h LUN A VEN, 9h-23h SAM ET DIM",R-SX,3,Réel,297466.719,5042715,-73.5938760860508,45.5243142159924,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594503782795,45.5249070346866,222354,907615,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297417.763,5042780.938,-73.594503782795,45.5249070346866,STATIONNEMENT,Le Plateau-Mont-Royal
-73.595000806969,45.5258610102045,121325,913251,1686,\P RESERVE HANDICAPES (PICTO),R-TD,2,Réel,297379.063,5042887,-73.595000806969,45.5258610102045,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5984632282528,45.5249156763164,221725,899424,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297108.469,5042782.27,-73.5984632282528,45.5249156763164,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5984318902995,45.5249010809306,221722,899423,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297110.915,5042780.645,-73.5984318902995,45.5249010809306,STATIONNEMENT,Le Plateau-Mont-Royal
-73.593033867588,45.5255860004129,222339,907301,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297532.674,5042856.258,-73.593033867588,45.5255860004129,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5902742683827,45.5274215652133,36639,902432,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,Réel,297748.469,5043060,-73.5902742683827,45.5274215652133,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5902742683827,45.5274215652133,36639,902433,8868,\P RESERVE S3R 17h-23h  (2 SECTEURS),R-PJ-2S,3,Réel,297748.469,5043060,-73.5902742683827,45.5274215652133,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5999360268549,45.5248129854173,213640,911076,11,\A EN TOUT TEMPS,AD-TT,2,Réel,296993.406,5042771,-73.5999360268549,45.5248129854173,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5943006688482,45.5260685533892,219078,910612,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297433.781,5042910,-73.5943006688482,45.5260685533892,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5943006688482,45.5260685533892,219078,910613,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297433.781,5042910,-73.5943006688482,45.5260685533892,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950929522756,45.5254650041698,36025,910608,14139,\P 18h30-19h30 LUNDI  1 AVRIL AU 1 DEC.,SU-UC-A,0,Réel,297371.813,5042843,-73.5950929522756,45.5254650041698,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950929522756,45.5254650041698,36025,910609,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297371.813,5042843,-73.5950929522756,45.5254650041698,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5948748255173,45.5254423566126,222616,910605,1589,\P RESERVE S3R 09h-23h,R-PF,3,Réel,297388.849,5042840.463,-73.5948748255173,45.5254423566126,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950062762745,45.5253076043757,36026,910602,14113,\P 19h-20h MAR. 1 AVRIL AU 1 DEC.,SU-SB-A,0,Réel,297378.563,5042825.5,-73.5950062762745,45.5253076043757,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950062762745,45.5253076043757,36026,910603,1415,P 15 min 09h-16h LUN. AU VEN.,PV-DF,3,Réel,297378.563,5042825.5,-73.5950062762745,45.5253076043757,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950062762745,45.5253076043757,36026,910604,1589,\P RESERVE S3R 09h-23h,R-PF,2,Réel,297378.563,5042825.5,-73.5950062762745,45.5253076043757,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5986453978431,45.5249985743429,220022,892388,1762,\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,RD-TT,3,Réel,297094.25,5042791.5,-73.5986453978431,45.5249985743429,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5954712181613,45.5251792595604,219110,870130,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297342.227,5042811.28,-73.5954712181613,45.5251792595604,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5956723230334,45.52481213673,36045,870123,14139,\P 18h30-19h30 LUNDI  1 AVRIL AU 1 DEC.,SU-UC-A,0,Réel,297326.469,5042770.5,-73.5956723230334,45.52481213673,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5944066010043,45.5276971749783,43084,850454,2413,\P EN TOUT TEMPS,SD-TT,3,Réel,297425.719,5043091,-73.5944066010043,45.5276971749783,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950743236562,45.5252356865763,153715,849927,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297373.238,5042817.514,-73.5950743236562,45.5252356865763,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950743236562,45.5252356865763,153715,849928,1415,P 15 min 09h-16h LUN. AU VEN.,PV-DF,2,Réel,297373.238,5042817.514,-73.5950743236562,45.5252356865763,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950221130977,45.5251410579002,219109,849887,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297377.304,5042806.993,-73.5950221130977,45.5251410579002,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5950221130977,45.5251410579002,219109,849888,2435,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,3,Réel,297377.304,5042806.993,-73.5950221130977,45.5251410579002,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5946851030805,45.5278141665182,219100,849614,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297403.98,5043104.027,-73.5946851030805,45.5278141665182,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5948367845871,45.5279902201922,219099,849609,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297392.155,5043123.606,-73.5948367845871,45.5279902201922,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5948367845871,45.5279902201922,219099,849610,2413,\P EN TOUT TEMPS,SD-TT,3,Réel,297392.155,5043123.606,-73.5948367845871,45.5279902201922,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5925038395986,45.5273273680197,219097,849596,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297574.3,5043049.73,-73.5925038395986,45.5273273680197,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5924102000564,45.5274023284269,219096,849594,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297581.624,5043058.052,-73.5924102000564,45.5274023284269,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5924102000564,45.5274023284269,219096,849595,1656,\P RESERVE S3R 16h-23h,R-RL,2,Réel,297581.624,5043058.052,-73.5924102000564,45.5274023284269,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5975602239498,45.5276493622446,219087,849564,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297179.377,5043085.981,-73.5975602239498,45.5276493622446,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5975602239498,45.5276493622446,219087,849565,2413,\P EN TOUT TEMPS,SD-TT,3,Réel,297179.377,5043085.981,-73.5975602239498,45.5276493622446,STATIONNEMENT,Le Plateau-Mont-Royal
-73.594542383362,45.5256583867484,219075,849548,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297414.846,5042864.44,-73.594542383362,45.5256583867484,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5947986778426,45.5255316929072,219077,849550,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297394.809,5042850.384,-73.5947986778426,45.5255316929072,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5936345749017,45.5250007578865,219070,849533,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297485.674,5042791.274,-73.5936345749017,45.5250007578865,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5936345749017,45.5250007578865,219070,849534,2426,\P 08h-17h LUN A VEN SEPT A JUIN,SE-JC,3,Réel,297485.674,5042791.274,-73.5936345749017,45.5250007578865,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5933892030171,45.5251447801067,219069,849532,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297504.86,5042807.257,-73.5933892030171,45.5251447801067,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5934888041805,45.52501640851,219068,849531,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297497.063,5042793,-73.5934888041805,45.52501640851,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5940561793148,45.5243777764995,219066,849519,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297452.659,5042722.08,-73.5940561793148,45.5243777764995,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5919498932059,45.5244741994646,41958,853508,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,Réel,297617.207,5042732.605,-73.5919498932059,45.5244741994646,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5968821500811,45.5258244983422,219010,848515,2413,\P EN TOUT TEMPS,SD-TT,2,Réel,297232.098,5042883.118,-73.5968821500811,45.5258244983422,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5911327161466,45.5248554414845,46648,848376,11,\A EN TOUT TEMPS,AD-TT,0,Réel,297681.09,5042774.9,-73.5911327161466,45.5248554414845,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5947175885573,45.5279171261743,137848,849204,1411,P 15 min 07h-18h LUN. AU VEN.,PV-DB,0,Réel,297401.456,5043115.472,-73.5947175885573,45.5279171261743,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5975022442386,45.5273462109361,98794,841819,11,\A EN TOUT TEMPS,AD-TT,3,Réel,297183.865,5043052.286,-73.5975022442386,45.5273462109361,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5959752649173,45.5244024555743,72860,816226,2413,\P EN TOUT TEMPS,SD-TT,2,Réel,297302.75,5042725,-73.5959752649173,45.5244024555743,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5951600435286,45.5240362819467,72914,821130,2687,\P 08h-09h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AF,0,Réel,297366.384,5042684.231,-73.5951600435286,45.5240362819467,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5973414282932,45.5260345083548,23982,820979,2440,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,3,Réel,297196.25,5042906.5,-73.5973414282932,45.5260345083548,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5954687550946,45.5268563373222,216756,814467,2725,\P 08h-20h   LUN A VEN,SV-JU,0,Réel,297342.641,5042997.655,-73.5954687550946,45.5268563373222,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5904228617078,45.5272774734169,36635,814301,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,Réel,297736.844,5043044,-73.5904228617078,45.5272774734169,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5905572064196,45.5257296433432,151372,814166,11,\A EN TOUT TEMPS,AD-TT,0,Réel,297726.156,5042872,-73.5905572064196,45.5257296433432,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5947215396503,45.5258624119047,36019,818231,14139,\P 18h30-19h30 LUNDI  1 AVRIL AU 1 DEC.,SU-UC-A,0,Réel,297400.878,5042887.13,-73.5947215396503,45.5258624119047,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5947215396503,45.5258624119047,36019,818232,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297400.878,5042887.13,-73.5947215396503,45.5258624119047,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5902172416734,45.5257839027087,21794,818159,11,\A EN TOUT TEMPS,AD-TT,2,Réel,297752.719,5042878,-73.5902172416734,45.5257839027087,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5902172416734,45.5257839027087,21794,818160,14039,\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.,SU-JM-A,0,Réel,297752.719,5042878,-73.5902172416734,45.5257839027087,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5996780221417,45.5270943037789,34914,796491,14136,\P 18h30-19h30 JEUDI  1 AVRIL AU 1 DEC.,SU-SY-A,0,Réel,297013.875,5043024.5,-73.5996780221417,45.5270943037789,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5996780221417,45.5270943037789,34914,796492,2413,\P EN TOUT TEMPS,SD-TT,2,Réel,297013.875,5043024.5,-73.5996780221417,45.5270943037789,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5907269714758,45.5253245808679,216256,807611,11,\A EN TOUT TEMPS,AD-TT,0,Réel,297712.844,5042827,-73.5907269714758,45.5253245808679,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5990590560858,45.5250072147764,20691,784434,1762,\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,RD-TT,2,Réel,297061.938,5042792.5,-73.5990590560858,45.5250072147764,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5996298561051,45.5272293216826,34913,778548,14113,\P 19h-20h MAR. 1 AVRIL AU 1 DEC.,SU-SB-A,0,Réel,297017.656,5043039.5,-73.5996298561051,45.5272293216826,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5934006111875,45.526623503913,214495,744493,2413,\P EN TOUT TEMPS,SD-TT,8,Réel,297504.16,5042971.59,-73.5934006111875,45.526623503913,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5936000341502,45.5267130996552,214493,744495,2413,\P EN TOUT TEMPS,SD-TT,8,Réel,297488.594,5042981.565,-73.5936000341502,45.5267130996552,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5934999501795,45.5266676047572,214468,744494,2413,\P EN TOUT TEMPS,SD-TT,8,Réel,297496.406,5042976.5,-73.5934999501795,45.5266676047572,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5989411721421,45.5276683938906,213491,722244,1686,\P RESERVE HANDICAPES (PICTO),R-TD,3,Réel,297071.511,5043088.228,-73.5989411721421,45.5276683938906,STATIONNEMENT,Le Plateau-Mont-Royal
-73.5962041681616,45.5246812133168,72854,716981,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,Réel,297284.906,5042756,-73.5962041681616,45.5246812133168,STATIONNEMENT,Le Plateau-Mont-Royal
